GID	COG	COG_Name	COG_Class
33660	MD15G1378800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33661	MD15G1378900	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
33662	MD15G1379000	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
33663	MD15G1379100	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
33664	MD15G1379400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33665	MD15G1379500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33666	MD15G1379600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33667	MD15G1379700	S	( S ) Function unknown	POORLY CHARACTERIZED
33668	MD15G1379800	F	( F ) Nucleotide transport and metabolism	METABOLISM
33669	MD15G1379900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33670	MD15G1380000	E	( E ) Amino acid transport and metabolism	METABOLISM
33671	MD15G1380100	E	( E ) Amino acid transport and metabolism	METABOLISM
33672	MD15G1380400	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33673	MD15G1380500	E	( E ) Amino acid transport and metabolism	METABOLISM
33674	MD15G1380600	H	( H ) Coenzyme transport and metabolism	METABOLISM
33675	MD15G1380700	S	( S ) Function unknown	POORLY CHARACTERIZED
33676	MD15G1380800	S	( S ) Function unknown	POORLY CHARACTERIZED
33677	MD15G1380900	S	( S ) Function unknown	POORLY CHARACTERIZED
33678	MD15G1381000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33679	MD15G1381100	S	( S ) Function unknown	POORLY CHARACTERIZED
33680	MD15G1381400	S	( S ) Function unknown	POORLY CHARACTERIZED
33681	MD15G1381500	S	( S ) Function unknown	POORLY CHARACTERIZED
33682	MD15G1381700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33683	MD15G1381900	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
33684	MD15G1382000	P	( P ) Inorganic ion transport and metabolism	METABOLISM
33685	MD15G1382100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33686	MD15G1382200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33687	MD15G1382400	F	( F ) Nucleotide transport and metabolism	METABOLISM
33688	MD15G1382500	F	( F ) Nucleotide transport and metabolism	METABOLISM
33689	MD15G1383000	S	( S ) Function unknown	POORLY CHARACTERIZED
33690	MD15G1383100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33691	MD15G1383200	C	( C ) Energy production and conversion	METABOLISM
33692	MD15G1383400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33693	MD15G1383500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33694	MD15G1383700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33695	MD15G1383800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33696	MD15G1383900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33697	MD15G1384000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33698	MD15G1384100	S	( S ) Function unknown	POORLY CHARACTERIZED
33699	MD15G1384200	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33700	MD15G1384300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33701	MD15G1384400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33702	MD15G1384500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33703	MD15G1384600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33704	MD15G1385000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33705	MD15G1385100	S	( S ) Function unknown	POORLY CHARACTERIZED
33706	MD15G1385200	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
33707	MD15G1385300	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
33708	MD15G1385400	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
33709	MD15G1385500	S	( S ) Function unknown	POORLY CHARACTERIZED
33710	MD15G1385600	S	( S ) Function unknown	POORLY CHARACTERIZED
33711	MD15G1385700	S	( S ) Function unknown	POORLY CHARACTERIZED
33712	MD15G1385800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33713	MD15G1386000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33714	MD15G1386100	C	( C ) Energy production and conversion	METABOLISM
33715	MD15G1386200	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33716	MD15G1386300	S	( S ) Function unknown	POORLY CHARACTERIZED
33717	MD15G1386600	F	( F ) Nucleotide transport and metabolism	METABOLISM
33718	MD15G1386800	S	( S ) Function unknown	POORLY CHARACTERIZED
33719	MD15G1386900	S	( S ) Function unknown	POORLY CHARACTERIZED
33720	MD15G1387000	S	( S ) Function unknown	POORLY CHARACTERIZED
33721	MD15G1387100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33722	MD15G1387300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33723	MD15G1387400	S	( S ) Function unknown	POORLY CHARACTERIZED
33724	MD15G1387500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33725	MD15G1387600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33726	MD15G1387700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33727	MD15G1387800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33728	MD15G1387900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33729	MD15G1388000	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33730	MD15G1388100	S	( S ) Function unknown	POORLY CHARACTERIZED
33731	MD15G1388400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33732	MD15G1388600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33733	MD15G1388700	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
33734	MD15G1388800	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33735	MD15G1388900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33736	MD15G1389000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33737	MD15G1389100	S	( S ) Function unknown	POORLY CHARACTERIZED
33738	MD15G1389300	S	( S ) Function unknown	POORLY CHARACTERIZED
33739	MD15G1389400	S	( S ) Function unknown	POORLY CHARACTERIZED
33740	MD15G1389500	S	( S ) Function unknown	POORLY CHARACTERIZED
33741	MD15G1389800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33742	MD15G1390100	S	( S ) Function unknown	POORLY CHARACTERIZED
33743	MD15G1390200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
33744	MD15G1390400	P	( P ) Inorganic ion transport and metabolism	METABOLISM
33745	MD15G1390500	E	( E ) Amino acid transport and metabolism	METABOLISM
33746	MD15G1390600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33747	MD15G1390700	S	( S ) Function unknown	POORLY CHARACTERIZED
33748	MD15G1390800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33749	MD15G1390900	S	( S ) Function unknown	POORLY CHARACTERIZED
33750	MD15G1391000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33751	MD15G1391100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33752	MD15G1391200	C	( C ) Energy production and conversion	METABOLISM
33753	MD15G1391300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33754	MD15G1391500	H	( H ) Coenzyme transport and metabolism	METABOLISM
33755	MD15G1391600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33756	MD15G1391700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33757	MD15G1391900	S	( S ) Function unknown	POORLY CHARACTERIZED
33758	MD15G1392100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33759	MD15G1392200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33760	MD15G1392500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33761	MD15G1392600	S	( S ) Function unknown	POORLY CHARACTERIZED
33762	MD15G1392800	S	( S ) Function unknown	POORLY CHARACTERIZED
33763	MD15G1392900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33764	MD15G1393200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33765	MD15G1393300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33766	MD15G1393400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33767	MD15G1393500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33768	MD15G1393600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33769	MD15G1393900	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
33770	MD15G1394000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33771	MD15G1394100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33772	MD15G1394300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33773	MD15G1394500	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33774	MD15G1395200	S	( S ) Function unknown	POORLY CHARACTERIZED
33775	MD15G1395400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33776	MD15G1395500	S	( S ) Function unknown	POORLY CHARACTERIZED
33777	MD15G1395600	C	( C ) Energy production and conversion	METABOLISM
33778	MD15G1395800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33779	MD15G1395900	S	( S ) Function unknown	POORLY CHARACTERIZED
33780	MD15G1396100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33781	MD15G1396100	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
33782	MD15G1396100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33783	MD15G1396200	S	( S ) Function unknown	POORLY CHARACTERIZED
33784	MD15G1396300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33785	MD15G1396400	S	( S ) Function unknown	POORLY CHARACTERIZED
33786	MD15G1396500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33787	MD15G1396600	S	( S ) Function unknown	POORLY CHARACTERIZED
33788	MD15G1396900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33789	MD15G1397300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33790	MD15G1397400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33791	MD15G1397500	F	( F ) Nucleotide transport and metabolism	METABOLISM
33792	MD15G1397600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33793	MD15G1397900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33794	MD15G1398000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33795	MD15G1398200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33796	MD15G1398300	S	( S ) Function unknown	POORLY CHARACTERIZED
33797	MD15G1398400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33798	MD15G1398500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33799	MD15G1398600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33800	MD15G1398700	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
33801	MD15G1398900	E	( E ) Amino acid transport and metabolism	METABOLISM
33802	MD15G1399100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33803	MD15G1399200	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33804	MD15G1399200	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
33805	MD15G1399400	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33806	MD15G1399700	S	( S ) Function unknown	POORLY CHARACTERIZED
33807	MD15G1399800	S	( S ) Function unknown	POORLY CHARACTERIZED
33808	MD15G1399900	S	( S ) Function unknown	POORLY CHARACTERIZED
33809	MD15G1400000	S	( S ) Function unknown	POORLY CHARACTERIZED
33810	MD15G1400200	I	( I ) Lipid transport and metabolism	METABOLISM
33811	MD15G1400300	S	( S ) Function unknown	POORLY CHARACTERIZED
33812	MD15G1400400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33813	MD15G1400600	C	( C ) Energy production and conversion	METABOLISM
33814	MD15G1400700	C	( C ) Energy production and conversion	METABOLISM
33815	MD15G1400800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33816	MD15G1400900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33817	MD15G1401100	C	( C ) Energy production and conversion	METABOLISM
33818	MD15G1401200	C	( C ) Energy production and conversion	METABOLISM
33819	MD15G1401300	C	( C ) Energy production and conversion	METABOLISM
33820	MD15G1401400	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33821	MD15G1401600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33822	MD15G1401700	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33823	MD15G1401800	C	( C ) Energy production and conversion	METABOLISM
33824	MD15G1401900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33825	MD15G1402000	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33826	MD15G1402100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33827	MD15G1402200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33828	MD15G1402400	C	( C ) Energy production and conversion	METABOLISM
33829	MD15G1402600	C	( C ) Energy production and conversion	METABOLISM
33830	MD15G1402700	C	( C ) Energy production and conversion	METABOLISM
33831	MD15G1402800	C	( C ) Energy production and conversion	METABOLISM
33832	MD15G1403000	C	( C ) Energy production and conversion	METABOLISM
33833	MD15G1403200	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33834	MD15G1403300	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33835	MD15G1403400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
33836	MD15G1403600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33837	MD15G1403700	S	( S ) Function unknown	POORLY CHARACTERIZED
33838	MD15G1403800	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33839	MD15G1403900	S	( S ) Function unknown	POORLY CHARACTERIZED
33840	MD15G1404000	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
33841	MD15G1404100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
33842	MD15G1404200	S	( S ) Function unknown	POORLY CHARACTERIZED
33843	MD15G1404400	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
33844	MD15G1404500	S	( S ) Function unknown	POORLY CHARACTERIZED
33845	MD15G1404600	S	( S ) Function unknown	POORLY CHARACTERIZED
33846	MD15G1404700	F	( F ) Nucleotide transport and metabolism	METABOLISM
33847	MD15G1404800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33848	MD15G1404900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33849	MD15G1405100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
33850	MD15G1405200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33851	MD15G1405300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33852	MD15G1405400	C	( C ) Energy production and conversion	METABOLISM
33853	MD15G1405700	S	( S ) Function unknown	POORLY CHARACTERIZED
33854	MD15G1405800	S	( S ) Function unknown	POORLY CHARACTERIZED
33855	MD15G1405900	I	( I ) Lipid transport and metabolism	METABOLISM
33856	MD15G1406000	I	( I ) Lipid transport and metabolism	METABOLISM
33857	MD15G1406500	E	( E ) Amino acid transport and metabolism	METABOLISM
33858	MD15G1406600	E	( E ) Amino acid transport and metabolism	METABOLISM
33859	MD15G1406700	E	( E ) Amino acid transport and metabolism	METABOLISM
33860	MD15G1407100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33861	MD15G1407200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33862	MD15G1407300	C	( C ) Energy production and conversion	METABOLISM
33863	MD15G1407300	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33864	MD15G1407400	S	( S ) Function unknown	POORLY CHARACTERIZED
33865	MD15G1407500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
33866	MD15G1407600	C	( C ) Energy production and conversion	METABOLISM
33867	MD15G1407600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
33868	MD15G1407700	S	( S ) Function unknown	POORLY CHARACTERIZED
33869	MD15G1407800	S	( S ) Function unknown	POORLY CHARACTERIZED
33870	MD15G1407900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
33871	MD15G1408000	S	( S ) Function unknown	POORLY CHARACTERIZED
33872	MD15G1408100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
33873	MD15G1408200	I	( I ) Lipid transport and metabolism	METABOLISM
33874	MD15G1408400	S	( S ) Function unknown	POORLY CHARACTERIZED
33875	MD15G1409200	S	( S ) Function unknown	POORLY CHARACTERIZED
33876	MD15G1409700	S	( S ) Function unknown	POORLY CHARACTERIZED
33877	MD15G1409800	S	( S ) Function unknown	POORLY CHARACTERIZED
33878	MD15G1409900	S	( S ) Function unknown	POORLY CHARACTERIZED
33879	MD15G1410200	C	( C ) Energy production and conversion	METABOLISM
33880	MD15G1410300	S	( S ) Function unknown	POORLY CHARACTERIZED
33881	MD15G1410400	C	( C ) Energy production and conversion	METABOLISM
