GID	COG	COG_Name	COG_Class
MD14G1227100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1227200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1227300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1227400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1227500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1227600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1227800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1227900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1228100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1228200	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1228300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1228400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1228500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1228600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1228700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1229100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1229400	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1229500	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1229600	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD14G1229700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1229900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1230200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1230300	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD14G1230400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1230500	I	( I ) Lipid transport and metabolism	METABOLISM
MD14G1230700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1230800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1230900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1231000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1231100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1231200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1231300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1231400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1231500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1231600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1231700	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1231800	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1231900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1232000	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD14G1232100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1232200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1232400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1232600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1232700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1232800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1232900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1233000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1233200	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1233600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1233700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1233800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1233900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1234000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1234100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1234400	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1234500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1234600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1234800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1234900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1235000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1235100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1235200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1235300	I	( I ) Lipid transport and metabolism	METABOLISM
MD14G1235400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1235500	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1235800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1235900	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD14G1236000	I	( I ) Lipid transport and metabolism	METABOLISM
MD14G1236100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1236200	E	( E ) Amino acid transport and metabolism	METABOLISM
MD14G1236300	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1236400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1236500	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1236600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1236700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1236800	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD14G1236800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1236800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1236900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1237000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1237100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1237400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1237500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1237600	C	( C ) Energy production and conversion	METABOLISM
MD14G1237700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1237900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1238000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1238100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1238200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1238300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1238400	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1238500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1238600	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1238700	E	( E ) Amino acid transport and metabolism	METABOLISM
MD14G1238800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1238900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1239000	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1239100	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1239200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1239300	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD14G1239400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1239500	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1239500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1239800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1239900	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD14G1239900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1240000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1240100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1240200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1240300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1240400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1240500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1240600	I	( I ) Lipid transport and metabolism	METABOLISM
MD14G1240700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1240800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1240900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD14G1241000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1241200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1241300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1241400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1241600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1241700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1241800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1241900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1242000	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1242100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD14G1242200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1242300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1242400	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD14G1242500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1242700	E	( E ) Amino acid transport and metabolism	METABOLISM
MD14G1242800	E	( E ) Amino acid transport and metabolism	METABOLISM
MD14G1242900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1243000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1243100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1243200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1243300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1243400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1243700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1243800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD14G1243900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD14G1244000	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD14G1244100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1244200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1244300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1244500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1244600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1244700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1244800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1244900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1245200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1245300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1245400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1245500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD14G1245600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1245700	C	( C ) Energy production and conversion	METABOLISM
MD14G1245800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1245900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1246000	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD14G1246200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1246300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD14G1246500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1246600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1246700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1246800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1247200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1247300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD14G1247400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD14G1247500	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD14G1247600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD15G1000600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD15G1000700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD15G1000900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1001000	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD15G1001100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1001300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD15G1001500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD15G1001600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1002000	E	( E ) Amino acid transport and metabolism	METABOLISM
MD15G1002100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1002200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1002400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1002500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1002700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1002900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1003100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1003200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD15G1003300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1003500	I	( I ) Lipid transport and metabolism	METABOLISM
MD15G1003600	E	( E ) Amino acid transport and metabolism	METABOLISM
MD15G1003800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD15G1003900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1004000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1004100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD15G1004200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD15G1004300	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD15G1004400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD15G1004500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD15G1004800	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD15G1004900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD15G1005200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD15G1005300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD15G1005400	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD15G1005500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1005600	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD15G1005600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD15G1005800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD15G1006000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD15G1006300	C	( C ) Energy production and conversion	METABOLISM
MD15G1006400	I	( I ) Lipid transport and metabolism	METABOLISM
MD15G1006500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD15G1006600	I	( I ) Lipid transport and metabolism	METABOLISM
MD15G1006700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD15G1006800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1006900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1007000	E	( E ) Amino acid transport and metabolism	METABOLISM
MD15G1007100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1007200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD15G1007300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD15G1007400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD15G1007500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1007600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1007700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD15G1007800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1007900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1008000	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD15G1008100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD15G1008200	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD15G1008200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD15G1008300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD15G1008400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD15G1008700	I	( I ) Lipid transport and metabolism	METABOLISM
MD15G1008800	I	( I ) Lipid transport and metabolism	METABOLISM
MD15G1008900	I	( I ) Lipid transport and metabolism	METABOLISM
MD15G1009000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD15G1009100	I	( I ) Lipid transport and metabolism	METABOLISM
MD15G1009200	I	( I ) Lipid transport and metabolism	METABOLISM
MD15G1009500	I	( I ) Lipid transport and metabolism	METABOLISM
